Review,Score
멋진 빌런 장첸과 그저 마동석.,4.5
마동석 헐크,0.5
B+급으로 만들 수 있는 걸 자극적이고 싼마이인 B급으로 만든 느낌,2
"명절이면 특선영화로 해주던 성룡 영화들에
뒤를 이을 마동석표 영화",3
이 영화보고 나는 쫄보임을 다시한번 느꼈다,3
나만 재미없는 듯,1
마동석,2.5
마동석 최고의 액션영화!,4.5
여자 룸살롱 장면은 왜 넣은 거?,4
나 하얼빈 장첸이야!!!라는 문구도 마동석 앞에서는 그저 개그보스몹,3.5
제일 단순하게 본전을 뽑는다.,3
수많은 마동석 덕질 영화 중 윤계상 연기가 빛나는 영화,2
마동석 장르 중에는 부족하지 않고 과하지도 않게 적당해서 기분 좋게 배부른 상태로 식당에서 나오는 기분,4
맨날 보던,1
장첸 멋있어,4.5
매력적인 캐릭터. 훌륭한 오락,4
마종석 먼치킨물.,3
걍 아무 생각없이 보기 너무너무너무 좋은 영화. 그냥 재밌게 팝콘에 콜라 마시면서 보기 좋다.,4.5
기억이 함께하는 영화,4
"마동석클리셰범벅
마동석이랑사귀고싶다",3
마중마(마블리 영화중 최고 마블리 영화),3.5
"마동석만이 할수 있는 캐릭터
윤계상만이 할수 있는 캐릭터",5
장첸 컨셉이 신선했음,3.5
캐릭터의 매력으로 터뜨리는 오락성의 향연,3.5
제목 바꾸자 '마석도와 장첸'으로,3.5
마동석은 히어로야!!,4
"후~!
K-범죄/액션",5
예상가는 스토리지만 끝까지 거칠고 긴박하다. 배우들의 살벌한 연기 덕분에 현실인지 아닌지 살짝 모호해지는 느낌을 받을 수 있다.,3.5
"한국식 액션영화의 정석
무서운 분위기를 환기하는 개그",3.5
중후반에 애 나와서 억지 감동 뻔한 대사만 안 쳤어도 3.5점은 줬다,3
마치 슈퍼히어로 같은 액션의 타격감과 빌런의 악마성을 잘 살렸다,3.5
이정도면 수작이라고 불릴만하다 결말에 가서도 힘이 빠지지 않는 잘만들고 재밌는 영화,4
니…내..누군지아니…,4
"우직한 권선징악의 컨셉, 사악한 악당에 걸맞는 화통한 퍼포먼스.",3.5
"스트레스가 풀리는 시원한 액션영화

매력적인 악역들과

걱정이 되지 않는 먼치킨 형사..?",3.5
다음 생에는 마동석씨로 태어나고 싶다,3
폭력과 잔혹성의 극대화,3.5
굳 나쁘진않음,3.5
재미있고 속이 뻥 뚫리는 시원한 느낌.,4.5
"시원한 타격감에 대한 쾌락은 쌓아놓은 장첸의 기가막힌 악역으로부터 나온다.

어느새 영화관은 가리봉동이 되어있다.",3.5
"8번은 봤음
캐릭터들이 다채롭고 다들 연기력????",5
먼치킨 장르의 쾌감을 한국 영화에서 느끼게 될 줄이야.,3
코리안 히어로물,4
"재미있긴. 재미있으나.
별로. 그렇게. 집중이안됨",2.5
"벙죄도시 영화가 없어요. 넥플리스에는 있는데요.
영화좀 올려주세요.",5
우리 아가 시키지도 않은 짓 한거..맞습니다,5
왜 그게 불편들 하실까,5
진선규..진짜 조선족인줄 알았다..ㄷ ㄷ,5
몇번봤~게,5
"상업치고는 무겁고, 어찌보면 가볍다.
질리는 소재.",2
매력적인 빌런의 중요성.,3.5
킬링타임의 정석,4
"평범하나 짜임새 있게 만든 킬링타임 베어너클 액션무비1
다른 평들을 보니 영화에 왜 비중있는 여자가 없냐는 PC충 정신병자들이 있던데 접시물에 코 박고 죽는걸 추천한다",3
캐릭터 메이킹 미침,4
미국에는 캡틴 마블 한국에는 캡틴 마동석,2.5
무식하지만 매력적인.,3
대림동 인상이 나빠지는 영화,2.5
뭐 그저 그런..,2
실화를 기반으로 했다지만 슈퍼히어로 장르처럼 느껴지는 건 주인공의 신체적 강함보다는 절대적 악당이 주는 이질감 때문일 테다.,3
"윤계상의 장첸을 넘을 캐릭터와 배역이 있을까?
그립다 윤첸..",5
"매력적인 빌런, 그리고 진선규 배우의 발굴. 원래 이런 영화는 타격감으로 보는 거잖아요~",3
"싸구려 기믹과 클리셰 뭉탱이,
그래서 재밌다!",3.5
이게 오락이다,4
마동석이 강한건 이제 지겹다. 하지만 장첸이라는 캐릭터가 이 영화를 살림,3
"혼자야?
마동석의 성장기",3.5
껍데기는 흔한 한국 범죄 형사물인데 어째 내용 전개에서 웹툰 <노블레스>의 향기가.,3
캐릭터가 모두 매력 있다.,4
존잼,5
장르: 마동석,3
한국 느와르 액션물에 마동석을 얹다.,2.5
"마동석으로 보여줄 수 있는, 보고 싶은 것들.
그리고 악당들이 보여주는 의외의 것들.",3
재미 없을리가,5
재밌지만 액션이 너무 코믹스럽다. 킬링타임용,3
"어 혼자야.
나도 혼자다.
언제쯤 싱글이 아니게 될까.
영화는 재밌다.
간다.",5
"안동소주 같은 영화.
분명 흔한 소주인데 수상할 정도로 맛있고 수상할 정도로 멋있다.",4
시원한 액션과 유쾌한 대사.,3.5
논란거리는 있지만 소소하게 즐길 수 있는 영화,3.5
내가 좋아하는 장르이기도 하고 액션과 코미디가 딱 내취향이였다 약간 잔인하긴한거 빼고능 강추??????????,5
"다른 게 아니라, 그저 캐릭터의 승리.",3.5
"윤계상과 마동석, 괴상하게 어울리는 사이",3.5
익숙하지만 맛스런 주먹맴매,3.5
미자 때 봤는데 꽤 신선했다.,3
통쾌하고도 유쾌한 좋은 오락영화,4.5
ㅇㅇ,3
장첸을 연기한 윤계상에게 박수를,3.5
기술적으로 잘 만든 오락영화.,4
어떨때는 교활한 두뇌로부터 나온 작전보다 단단한 주먹으로 때리는 펀치가 더 재밌을때도 있다,3
많은 마동석류 영화 하지만 격이 다른 시리즈.,4
그래 범죄는 다 때려잡아야지,4
"재미있게 짜릿하게 볼만한 영화 권선징악을
제대로 살려 짜릿함을 준다",4
마동석이라는 영화 장르에 윤계상이라는 새로운 빌런의 등장,4.5
윤계상으로 인해 더 빛난 마동석의 캐릭터.,3
마동석류의 장점,3.5
2편보다 마동석이 약해서 서운함,4
"마블리의 증명
윤계상의 재발견",3
"마동석의 새로운 맛
가볍고 날렵하게 때리는 맛이 사이다.",3
재밌어?,1
"중국에서 건너온 상식이 안 통하는 조선족 3명이
이미 터를 잡고 있는 조선족의 보스들을 1명씩 제치고
그 도시를 전부 먹지만 딱 1명의 인물을 생각 못 했다.
이 영화를 보니 괜히 식칼, 손도끼가 무서워졌다...
(2017.10.14 관람)
:
다시 재관람해도 시원시원한 타격감이 있다.
장첸이 완벽하게 악당을 연출했고
마석도가 시원하게 사이다처럼 범인을 해결했다.
범죄도시 2 보기 전 재관람.
(2022.10.19 관람)",3.5
22.10.16 다시 봄,3.5
뛰어난 장르 영화. 마동석이라는 캐릭터를 가장 잘 살려낸다.,3
시원함과 지속되길바라는 쾌감. 그리고 보답하는 영화.,3.5
이렇게 답답한 현실에선 그저 밀어 붙일 필요가 있다.,3.5
집에서 리모컨 채널을 돌리다 영화채널에서 발견하게 되었을때 리모컨을 멈추게 한다면 그 영화는 9점 이상의 영화다. 이미 봤지만 또 봐도 재밌다는 뜻이니까.,4.5
"별 점 두 개는 오롯이 배우분들의 연기력 뿐..
자극적인 소재와 결말이 보이는 뻔한 레파토리, 처음부터 끝까지 너무 팽팽한 긴장감으로 보는 데 지쳐버림..",2
.,5
마석도시,4
"사람들은 왜 룸싸롱 이야기만 하는것일까
그 외의 것들에도 눈을 돌려줬으면 좋겠다
자극적인것만 쓰지 말라고 하는데도 결국 코멘트엔 자극적인것만 얘기가 달리는데 이 얼마나 이중적인 것인가.",4
"마동석 영화라는 말이 생길 정도로 장르가 명확하다
거기에 더불어 윤계상의 압도적인 카리스마는 '범죄도시'라는 영화를 완성시켰다",4
가리봉동 슈퍼히어로. 깔끔하다 (22. 10. 시리즈온),3.5
21세기 한국판 형사물의 새로운 역사를 썼다,4
진부하지만 흥미진진하게 만든 마동석과 윤계상의 긴장감 티키타카 리뷰를 보고 나니 생각이 난 범죄도시가 보는 여성에 대한 가벼운 시선,3
장첸 최고다 장첸이나라다 마지막뚜들겨패장면은 좀 불쌍했다만 갠적으로 영화 내에서는 손석구보다 더 멋있었음,4
진선규의 발견,4
액션씬 한번 시원하다.,4
한국적 히어로물.,3.5
장르가 말한다,5
영화 내내 졸라 쌔게 빌드업한 장첸 너무 쉽게 잡는 슈퍼히어로,3
“놓칠 듯 놓치지 않는다. 몰입을“,3
싱글 아니잖아요!!,5
"혼자야?
어 아직 싱글이야 나도 싱글이야",4
"비상식적인 폭력성, 예측되지 않는 그의 행보가 극 전체에 공포를 불어 넣는다.",3.5
쉼없이 줘패는데 너무 아프겠다..,4
ㅍㅅㅌㅊ,4
몰입감 하나는 끝내줌,3.5
아직 싱글인 게 재밌는 일이네~,3.5
캐릭터들이 살아있다!,3.5
흡입력이 쭈와아아아아아압. 영화관에서 봐도 좋았겟지만 집에서 설거지하면서 틀어놔도 끝까지 보게되는 맛이 있음,3.5
오감자극,3
"적이 아니라서 다행이라는 생각이
석두형의 팔뚝을 보면 절로 난다.
??",3.5
"나쁜 형사, 나쁜 조폭 사이 차별화를 두는 방식이 지극히 상투적이고 엉성하다. 흥미로운 전반부에 비해 한숨만 나오는 후반부",2.5
단순하지만 영리하게 만들었다.,3.5
잔인해,3
마동석 유니버스의 시작과도 같은 영화,4
윤계상..!!,3
모티브 하나를 재밌게 짜낸다,4
진실의 방으로,3
"오래전부터 유명한 대사와 짤들로만 알았던 영화를 드디어 봤다.

생각보다 잔인한 장면도 은근 나오지만, 중간중간 개그 요소가 섞여있어서 보기에 거부감이 들진 않았다.
하지만 장첸의 ""그"" 유명한 대사를 직접 보고 나니 장첸이 나올 때마다 그 대사만 떠오른다 ㅋㅋㅋㅋ ㅜ",4.5
개그 코드 나랑 너무 잘맞아~,4
배우들의 연기가 각본을 살렸다,3.5
아직 싱글인 건 지 자유지 뭐,2.5
220913,2.5
시즌1보다 2가 나은거였구나.,2.5
시원한 마동석의 폭력성 관객들이 쾌감을 느낄 수 있게 만드는 영화 하지만 관객들도 함께 폭력을 원하는 영화,3.5
솔직히 재밌게 보긴 함,3
니가 누군지 알겠씀,3.5
"조선족이 너무 무서웠고, 이를 가능캐한 연기력이 좋았던 영화. 마동석같은 형사의 존재는 판타지 요소이다.",2.5
mcu(마동석 시네마틱 유니버스) 시작,3.5
#NAME?,4
"한국식 헐리우드 영웅물, 한리우드",3.5
"캐릭터성의 중요성, 상업적으로는 성공했지만 불필요한 연출은 줄일 필요가 보인다",2
마동석과 윤계상의 떡상!,3.5
뻔하지만 잘 짜여진 각본과 개성있는 캐릭터들이 결코 재미없을 수 없는 영화로 만들었다.,4
제목 참 잘 지었다.,4.5
"범죄 한 스푼, 스릴러 반 스푼, 코미디를.. 어..어!!",4
그러나 술집 장면은 빼는 게 좋았겠다.,2.5
확마,3.5
"위트있는 개그액션물.
캐릭터 개성이 잘 표현된 영화.
사이다 영화",4
그저 즐기기 좋은 오락영화,3
"1. 아무도 마동석을 대신할 순 없겠다.
이런 역할을 다른 누가 할 수 있을까.

2. 너무 잔인해서 토할 것 같은 느낌이 듬.
왕좌의 게임과 비슷한 정도로 잔인힌 듯함.
하지만 잔인함을 참고 보게 될 만큼의 몰입도는 있었음.

3. 차악을 응원하게 된다는 점에서 추격자를 볼 때 느끼던 감정과 비슷한 감정이 듬.
손발을 자르고 아무렇지 않게 사람을 고문하고 죽이는 살인자들과 비교하면 비리 경찰, 성매매 경찰이 그나마 나아보이는 기이한 현상이 발생.

4-1.  조폭 영화 중에 이 정도 룸싸롱, 성매매 묘사는 '그나마' 조심스럽게 다룬 편, 많이 안 나온 편이라고 생각하면서 봤음.

4-2. 불필요한 강간 장면을 열심히 클로즈업 해가며 찍었다면 보다가 껐을 듯. 시대의 흐름을 의식해서인지 감독 나름의 선을 지켜가며 찍으려고 한 것처럼 느껴졌음.

5. 하지만 그 감독의 선이라는게 적정 수준은 아닌 것 같아서, 좀 더 그에 대해 고민해 주었으면 함. 덜 잔인하게, 덜 폭력적으로 찍어도 재밌는 영화 만들 수 있지 않을까..",3.5
굳이 필요 없는 장면을 넣은게 아쉬웠던 1편. 2편에는 계승되지 않아 다행이다.,3
장췐~~~~,3.5
,4
주인공도 성매매 악역도 성매매 에라이,0.5
재미있다 화려한 연출씬,4
강렬해서 남는 인상일 뿐. 강도와 깊이는 다른 영역.,2
윤계상이 살린 영화,2.5
잔인하고 무섭고 끔찍하지만 관객들에게 큰 웃음을 주는,5
"좋은 오락 영화.
벡델 테스트를 중심으로 영화를 만들어서는 안되지만 의식은 하면서 만들었으면 좋겠다. 느와르영화 만드는 사람들은 맨날 얻어맞고 몸팔고 악쓰는 여성캐릭터가 안 지겨운걸까? 꽤 많은 관객은 지겨워 하고 있으니 반성해주기를 바란다.

이 점이 아쉬워서 3.5에서 0.5 감점.",3
니 내 아니? 윤계상 연기 뭐임? 액션 진짜 찰지다. 영화 완전 재밌음,4
잔인하지만 화끈하다. 역시 처음의 짜릿함은 잊을 수 없다,4
극장에서 19금 한국영화를 돈주고 볼 지 몰랐는데 봄,3
그냥 킬링타임용 영화이다. 액션은 볼만 했다.,1
4.4,4
더럽게 노잼이다,2
올 윤계상,4
나 하얼빈 장첸이야~ 진실의 방으로 / 왓챠 구독,5
마동석의 최정점,3.5
액션영화 끝판왕. 윤계상의 색다른 캐릭터에 놀라 푹 빠져버리게 됨. 매력적인 캐릭터들과 강렬한 싸움씬 때문인지 범죄도시 시리즈는 한 번 보면 긴 여운이 가시지 않음.,5
일단 패봐라 그럼 불을 것이다,4.5
끝판왕이 주인공임에도 극의 긴장감을 끝까지 몰고 가는 감독의 역량,3.5
오재밋다,4
진짜 개존잼,4
"때려서 권선징악
근데 약간의 레이시즘이 들어있는?",3.5
"복잡, 복잡, 복잡…. 그 자체.",2
야생의 잔혹함이 맺은 결실로 입맛을 사로잡음과 더불어 시리즈라는 새로운 가지들을 뻗도록 토대가 되어 준 단단한 스토리텔링과 패턴.,3
"그냥 마동석이 웃기다. 윤계상 머리숱 개많늬...
조선족 입국&불법체류 그마아안?????????

ㅋㅋ한국영화계 개웃긴게
마동석을 꼬레아 대표마초남,행님 으로 개 추앙하는데
정작 마동석은 한국남성이 그렇게 발작집착하는 군대 군필은 커녕 한국국적도 아님ㅋㅋㅋㅋ
;;;;;;;ㅋㅋㅋㅋㅋㅋ;;;;;;;;;;;;;;;;;;;;;;;;;",3
화려한 액션과 여러 복합적인 요소들을 곁들인 영화,4.5
"중후반부를 넘어갈 수록 전개가 뭔가 끌리는 느낌. 장첸이 너무
갑작스럽게 위기를 맞은듯한 느낌도 있어 급하게 끝낸 기분이다.
그래도 마동석, 윤계상 배우님의 엄청난 연기 덕에 캐릭터가 일으켜 세운 영화.",3.5
반석처럼 다져진 캐릭터 위에 빌딩처럼 세워진 오락성.,3.5
마동석이라는 장르가 이렇게 재밌습니다,3
강한 남자가 살아남는다,2
윤계상을 너무나도 맛깔나게 살린 재밌는 액션영화,4
동석이형이 멱살 잡고 하드캐리한 영화. 꿀잼,4
내 동생같은 놈이어라,3.5
마동석 개인전,3.5
단순해서 좋네. 마동석이 캐릭터 잘 살린 듯 한데 윤계상네 패거리는 단 세명이서 왜 이렇게 만랩처럼 나오지? 예전 한국 조폭 영화보면 칼들고 잘만 싸우더만 도끼든 중국인 세명한테 쪽을 못쓰는게 뭔가 이상하다. 엄청난 고수였다고 생각하고 넘어가면 되겠지만 ㅋ,3.5
"마동석이 악당들 패는거 보려고 참는 앞의 시간들
그래 시원하고 후련한데 굳이 너무 잔인하게 만들어야할까??? 여자 성폭행하고 그런건 꼭 들어가야할까? 윤계상의 그런 모습 보는거 넘나 익숙치가않다...",3.5
"권선징악' 마석도 vs '명석한 범죄리더' 장첸
둘 다 매력적인데 누굴 응원하냐..",4
으흠?,2.5
지들끼리 썰어버리는 거 보려구 봤는데 여자는 왜 굳이 끼워넣나요?,3
"캐릭터가 살아 움직이는 영화
마동석 유니버스의 시작
장첸에서 윤계상이 전혀 보이지 않아 거물급 신인 배우로 보이는 영화. 이 대형 신인 배우의 다음 작품을 기대하게 만드는 영화.",4
유행도 적당히,3
무서워...,3.5
"확실한 테마로 쾌감을 주는, 진짜 상업영화",4
킬링타임 좋아요! 마동석 액션 굿,4
전형적인 마동석 영화임,2.5
이거 보고 윤계상씨와 사랑에 빠짐... 왜냐! 장첸 너무 섹시...?????,5
조연배우가 빛나게 한 좋은 예시,4
재밌어용,4
"윤계상, 허성태 등 배우들의 조선족 연기가 찰짐, 잔인하긴 하지만 확실한 액션 (니낸 군지아니? 돈받으러왔는데 그것까지알아야겠니)",4
"마동석 유니버스의 시작
장첸으로 인해 시작한 걸지도…",4
나쁜 놈 잡는 나쁜 형사,3.5
시원시원하게 나가서 좋다.,4
,3.5
마동석스러운 영화가 뻔한걸 알면서도 지루하지 않고 재밌다고 느꼈으면 잘 만든 영화라고 봐도 ㅎㅎ,4
딱 알맞게 맛있는 오락 영화,2
영화가 전반적으로 쓰레기 같아요.,0.5
연신 사이다만 들이키고 있어서 개운했다,3
"니 내 누군지 아니?

혼자야?",3.5
"22.8.7
마동석 매드무비인거 아이니",3
혼자왔니,4
"걍..뻔한 그런 왁자지껄 남탕 영화
어 아직 싱글이야는 신박했다",3
포스터 무슨 바람같은 학교 폭력물로 만들어 놓음;;,3.5
"2017년도 영화라 그런지 지금 나오면 너무 진부하고 시대에도 뒤떨어지는 장면들이 많이 보였다. 2편은 그런 장면들이 없다는데, 기대하고 봐도 되는지 모르겠네.",1.5
"그냥 다들 통쾌하다하니 그런가보다-
해야될 것만 같은 느낌적인 느낌",3
니 내 누군지 아니?,3.5
마라상궈 먹어보고 싶다.,5
심심할때마다 봐도 재밌음 ㅠㅗ,3.5
속도감이 너무 좋았던 영화. 답답한 부분이 없었다,4
"독보적인 캐릭터, 특징있는 액션, 개성있는 웃음 코드와 꽉 차 있는 전개, 스토리. 한국 대중영화. 그 역사의 시작. 아이콘의 등장. 그것만으로 이 영화의 가치는 충분하다.",4.5
복잡할거 무어있나 다 때려부셔,4
또 봐도 시원함이 느껴진다면 그 자체로 보기 좋은 영화가 아닐까?,3.5
"가볍게 보기 좋음
인상적이진 않네…",3
학원물 느낌 나는 포스터에 내용은 액션물다운 액션물,4
다소 잔인한 장면이 있지만 영화 내 모든 캐릭터가 살아 움직이는 화끈한 액션영화.,3
혼자야? 어 아직 싱글이야 라는 명대사를 만든 영화 스릴넘치고 윤계상의 연기는 임팩트있었다,4
"단순히 깡패 물리치는 히어로 영화라고 보기엔, 매력적인 등장인물들과 상당한 몰입감이 아까운 영화다.",3.5
마벤저스 탄생작,4
"언제부턴가 한국영화는 잘 안보게 되었다.
그래도 범죄도시는 1,2편 모두 흥행했기에 봐야지 하다가 이제야 봤다.

그리고 내가 왜 한국영화를 안보게  되었는지 다시 알게 되었다.

액션 좋고 배우들 연기도 좋았다.
그런데 너무 연기를 잘해서 그런가... 사람이 너무 쉽게 죽어나가고 온갖 폭력과 욕이 범벅된 이야기에 불편함과 약간의 어지러움도 발생한다.

외국 영화나 드라마에서도 온갖 욕과 살인 등은 표현되는데 왜 유독 한국 영화에서만 이런 불편(?)함이 느껴지는걸까 고민해보니.
진짜 어디선가 일어날 것 같기 때문인 것 같다.

외국 영화에서 사람이 죽는 경우는 칼이나 둔기도 있지만 총의 비중을 무시할 수 없다.
그런데 한국에서는 총기에 의한 죽음 확률이 지극히 낮다보니, 그런 죽음도 그냥 그런가보다 정도로 넘어간다. (인물의 죽음 자체를 슬퍼하거나 그 외 감정을 느낄 순 있지만, 그런 죽음이 현실성 있게 느껴지지 않는다.)

그런데 한국 영상물에서는 총기 사용이 상당히 드물고 칼이나 둔기처럼, 우리 주위에 너무나 쉽게 볼 수 있는것에 의한 살인이 주를 이룬다.
여기서 오는 리얼함이 영화에 대한 불편함으로 오는 것 같다.

칼은 또 한번에 안죽고 여러번 찌르는데 볼때마다 어우... 소리는 또 왤케 리얼하게 표현하셨어요 ??

어째 나이가 들수록 이런게 보기 더 힘들어지네...??",3.5
69,3
"경쾌한 타격감이 주는 액션쾌감
ㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡ
몇년이 지나도 가끔 다시 보고 싶은걸 보니 은근
명작이었을지도?? 별점 반개 올리고감",4
마동석 장르 입문작????,3.5
이런 영화 정말 싫어하지만 흐린 눈 하고 볼 만했음,3
"캐릭터들의 균형감. 풍성함.
강력반 여러경찰들
독사 장이수 황사장 도승우
휘발유 경유 가리봉동주민들
귀여운 막내캐릭터.

좋은 대사와 장면들.
장이수 캐릭터. 카리스마. 긴장감. 기싸움.
강력반식구들의 의리와 정.
신뢰속 작은 투닥거림이 정겨웠다.

포스터가 너무 재미없게 나온거같다.",4
캐릭터들이 하나하나 다 살아 숨쉬는 듯한 느낌.,3.5
"장르가 마동석,
그걸 뒤엎는 윤계상",5
마동석이라는 새로운 장르의 발견,2.5
시원시원!,3.5
그냥..,1.5
재미는 있는데 너무 잔인,2.5
원펀맨이세요?,2.5
무슨 영화인지 모르겠다. . .,2
....,3
시원하다,3
내 눈지 아니?,3.5
마라롱샤먹어보고싶당,3.5
#NAME?,3
싱글 마동석의 시작. 2보다 더 적나라함,3.5
얼른 3편도 주세요 ㅠ,4
아... 그냥 패버리면 되는구나,2.5
룸 좀 그만가라...,2
,3
그만 나와도 괜찮은 프랜차이즈,1.5
마동석의 존재감은 정말 어마어마하다,3
센세이션,4
"마동석에서 시작해서 마동석으로 끝날 줄 알았지만, 조연들의 비중도 신경쓴게 티나서 좋았습니다.",4
"공기부터 살벌한 무법지대, 속 시원한 뚝배기 한방컷",4
딱 진짜 범죄 영화 장난아닌 타격감이랑 살벌한 스토리전개 역시 마동석!,5
"일단 많이 재밌음
더할나위없는 범죄자-약간은 부패한 형사 뻔한 구도이지만 뛰어난 주조연의 연기력과 마지막 권선징악적인 처벌을 통한 카타르시스가 모든 걸 압도하고 관객은 만족감을 느낀다.
이제 범죄도시2를 보러가야겠다.",4
새로운 보석들을 발견한 영화,4
마동석표 액션에 장첸이라는 순수악,4
잔인햇,3
"#혼자야?
#어, 아직 싱글이야.",3.5
마블리 장르의 시작,3.5
적당한 적당함,2.5
킬링타임용으로 다시봐도 재밌음,4
상당히 잘 구성된 영화다. 너무 잔인한 것이 흠이다.,3
충실한 오락영화,3.5
"테이큰 시리즈가 하나의 장르가 되고
처음부터 끝까지 혼자 다해드시는 부분이
장점이자 단점이었다면
그래도 이 작품이 다행인 것은
주조연의 매끄러운 조화로움이 있다",3
k오락영화,4
"이런 영화여야 천만 찍는구나..?
가지가지하길래 아~ 어쨌든 마지막에라도 재미는 있나보다~~ 싶었건만.",1
"“혼자야?” “어 아직 싱글이야”
-
흥행은 했지만 나랑은 안맞는 영화",2.5
참신하지 않은 스토리와 캐릭터 설정 그럼에도 캐릭터 만큼은 매력적으로 다가온다. 배우들의 힘,3.5
"범죄자는 가만두지 못하는 형사...
그열정으로 잔인한 살인마를 일방타진한다...",4
마동석은 사람을 잘 팬다,4.5
"한국판 다이하드 시리즈의 시작

마동석도 판이 이 정도로 커질 줄은 몰랐겠지",2.5
"마동석은 3대 몇일까,,?",2
마동석만이 보여 줄 수 있는 캐릭터 영화.,3
"그냥 그런데
이 영화를 보게 하는 건
반가운 배우 라인업과 그들의 감칠맛 나는 연기..
보편윤리를 씨게 벗어난 미친 악당 vs 다른 악당들(부패경찰, 조폭들..)
이라는 신선하고 재미난 구조..
랄까.
갠적으로 조폭들이 귀엽게 여겨지는게
미화같은 불편감이 아니라 너무 잼낫삼",3
,2.5
실화를 바탕으로 했다더니 진짜 어디선가 일어나고 잇을 일들 같아서 넘 소름돋았다. 장첸도 장첸인데 같이 다니는 똘마니들도 너무 무서웠다. 이게 실제 범죄들을 순화한거면 실제는 어떻다는건지.,2.5
살벌한 장첸과 더 살벌한 마형사의 환상콜라보,4
주먹왕 마동석,4.5
"재미는 있지만, 너무 쓸데없는 장면이 많다. 마동석이 마블리가 되는 것이 영화에 있어 가장 중요한 부분인데, 이런 등장인물을 룸살롱에 보내버리면 관객들이 캐릭터를 좋아하더라도 찝찝함이 남게 된다.",3
"범도2보고 다시 1보고 쓰는 리뷰
마동석: 2편에 비해 훨씬 현실성 있는 캐릭터
윤계상: 단순한 마동석 상대역이 아닌, 캐릭터의 무게감이 느껴진 연기
진선규: 왜 장첸이 손석구보다 더 무섭게 느껴지나 했더니 진선규가 한 몫했다는 걸 알게 됨 진짜 내일이 없는 것 같은 역할
이 외에도 다들 연기를 잘해서 잼께 봤음
스토리도 재밌고 중간중간 웃음포인트도 ??",5
난 1편보다 2편이 더 재밌게 봤다.,2
"여혐클리셰 범벅
에휴 내용이 다 똑같냐
짱나.",1
...음!!,3
뻔하고 비윤리적인데 재미있음,3.5
마동석이라는 재료로 맛을 익숙하게 잘 낸 좋은 오락영화,3.5
마동석과 윤계상,3
"무서울게 없는 그들끼리의 매치
신선한줄 알았는대 분위기와 컷은 그렇지 못함
부시고 때리는 쾌감만이 있는 영화",3.5
빌런의 중요성,2.5
야씨 힘세고 쌈잘하면 손해볼게없는 세상,3.5
마동석의 액션 윤계상의 연기력 그리고 진선규의 진짜 같은 연기가 소름 돋게 만드는 영화,4
조선족이여 웃음 소재만 주고 한국에서 사라져 주겠니?,3.5
한국영화 최고의 악역 장첸,4
잔인함에 코믹을 섞어 부담을 줄인 영화,3
마동석판 <끝까지 간다>는 정말로 끝을 본다,4
"시즌 2 나왔대서 저번달에 처음 봤는데 내가 너무 선입견이있었나? 깔깔거리면서 보긴했음 ㅋㅋㅋ
어 여기서 ~하겠다 유추하는 재미도있음 그냥 뇌 풀고 보면 구뜨",4.5
마동석이라는 장르,4
"장르가 마동석
액션, 코믹 장르내에서 완벽히 할수있는것을 다 잡아냄.",4
마동석을 필두로 시원하게 끌고나가는 범죄액션,3
니 누기야,3.5
2 먼저보고왔더니..,2.5
"범도 2보고 재밌어서 1편 역주행하는데
손석구랑 비교해서 장첸 너무 힘이랑 매력 떨어지는디…
그리고 장첸네 패거리 너무 이상함. 지들이 남의 구역에서 행패부리고 손 자르고 가게 뺐어놓고 뭐 잘한 게 있다고 화내면서 다니는 거여? 상도덕 어긋나는 짓 먼저 한 건 지네들이잖아?

마동석은 왜 룸싸롱가서 여자끼고 술처먹고 지랄이여? 그래도 나쁜 놈 잘 잡아오니 착하고 멋진 남자라는 건가. 동석이형 가오 상하는구먼

범도1은 남의 나라 와서 행패부리고 나쁜 짓하는  외국인들 얘기고 범도2는 남의 나라 가서 행패부리고 나쁜 짓하는 한국인들 얘기라는 게 재밌다.",3
마동석 유니버스의 시금석,4
"마동석 = 원펀맨

“내가 누군지 아니?”
타인으로부터 얻어지는 정체성은 진실이 아니다.

2022.07.05 11:06 PM",4
마법소녀물마냥 준비 기다려주는 딜레이 없이 바로 넣는 칼빵 인상적.,3.5
"현실적인데 현실적이지 않아.
폭력수사 ... 정당할까 아닐까.",3
"인상깊은 악역있고 마동석 한 방 시원하긴 한데
여자는 룸살롱 아니면 강간당하네 ^.ㅠ…",2.5
허접한 부분은 많지만 그래도 킬링타임용으로 좋음ㅋㅋ 근데 갑자기 궁금한 데 우리나라 경찰들은 왜 총 안가지고 다니지?,3
"마동석 나오면 웃김
마동석이 사라지면 불안해짐...
나는 이런 거 진짜 못보는구나 싶었다",3
캐릭터 영화를 돋보이게 만든 임팩트의 균형.,3
"느와르와 액션, 거기에다가 코믹 몇 스푼 첨가. 완벽.",4
