Review,Score
,3.0
"결국 한계가 보이는 시리즈, 마동석이라는 장르.",2.0
"모호해진 동력, 비실해진 박력.",2.5
마동석의 통쾌한 주먹질,4.0
"올드함과 무미건조함...
장이수만 돋보이네...
이제 그만할때도 되지 않았나",1.5
즐거운 파압콘 무비,3.0
19세 등급으로 보고싶다,3.0
마동석이 사람 패서 이기는 영화,5.0
익숙하지만 시원한 맛,2.5
"<투캅스> 수준으로 퇴행한 대본과 엉성한 연출에, 뻔한 형사:악당 구도와 편집, 음악, 장첸에 미치지 못하는 빌런. 이런 영화가 천만 관객을 넘다니.
‘항상 우리가 범인을 검거하는 것이 생각보다 늦어질 순 있는 거야. 법이 범죄를 앞서갈 수는 없는 것처럼 말이야. 그래도 노력하면 따라잡을 순 있는 거야.’ 권일용 오글거리는 연기와 대사는 최악이라 그나마 웃겼다. 음악으로도 1도 커버 안 됨.",2.0
"그냥 너무 질린다... 재미의 유무를 떠나서 범죄도시라면 응당 있어야 할 자리에 있을 대사랑 액션이 들어 있는데 그걸 네 번째 보니까 지겨웠달까.

3까지는 그냥 생각없이 볼 수 있는 영화로 시리즈가 계속 나와줬으면 했는데 4보면서 처음으로 그만 나와도 괜찮을 것 같다고 생각함..ㅎ",2.0
"생각보다 엄청 웃으면서 본데에는 뭔가 이유가 있지 않겠냐!?😁
그나저나 앞으로 약속 할때마다 창기 생각날듯..ㅎㅎ",4.0
"가벼운~
걱정없이 볼 수 있는..
그치만 개그 소재가 떨어져가나 걱정된..",3.0
재밌는데 안재밌음,2.0
"기대안하고 보면 킬링타임용으로좋다.
이영화에서 작품성을기대하는것자체가 넌센스다.   그냥저냥 마동석  프렌차이즈 영화.
기대말고  그냥 마동석 액션만 보면 되는 영화.",2.5
역시 킬링타임용 중에 고퀄,3.0
이런 작품을 만드는 사람이 사는 곳을 범죄도시라고 하던데…,0.5
김풍도 나오네,1.0
"마석도, 장이수 빼고 다른 캐릭터가 안보인다.",2.0
매번 끓이던 김찌에 토핑만 달라지는데 이번엔 기억나는 토핑이 그나마 장이수뿐인거보면 좀 아쉽긴함,2.5
"액션도 스토리도 빌런도 여러모로 많이 아쉽다.

어찌 된 게 점점 시리즈가 생길수록 퀄리티가 점점 떨어지나....",1.5
장첸모독,1.0
와 이딴 영화를 천만이 넘게 봤다니 내가 다 부끄럽네,0.5
"자주가던 중국집 짬뽕의 해물이 냉동 해물믹스로 바뀐 것을 봤을 때의 당혹감과 실망감, 그럼에도 기본은 보장하는 얼큰한 맛에 어쨌든 다 먹은 나 자신에 대한 묘한 자괴감",2.0
"""뭐 이쯤이면 다들 알잖아?""
하고 영화는 흘러간다",2.5
폴리스는 P야,3.5
이젠 뭐 웃음도 안나온다,1.0
유치한데 재밌음 김무열이 한 3점함,4.0
3편까지는 그래도 영화 같았는데 이번엔 웹드라마 같다.,2.0
한국 영화의 신기원,2.0
3편보단 낫다,3.5
돌고도는 메아리영화~,2.5
"빌런의 결도, 돼먹지 않는 유머도 점점 퇴화하는 중.",2.0
"시나리오 누가 썼는진 몰라도 참.. 돈 벌기 쉽다
세상 살기 쉽게 느껴질듯",1.5
2024.07.02,2.5
"점점 잔인해지는 범죄오락영화의 끝판왕.
아무 생각없이 볼 만하다.
그러니 아무 생각이 없다.

☞☞☞ ★★☆",2.5
"이런 범죄가 있다는 것을 알리는 것은 좋으나, 그만해 이제...",1.5
그냥 장이수가 구찌한테 소송당할까봐 그게 제일 걱정이었다.,2.5
격투 게임 주인공의 히어로 둔갑법과 용두사미.,2.0
김치찌개도 이정도 끓이니 질린다… 소소하게 유머 코드도 있기를 기대했지만 별로 웃음 나오는 장면이 없었음 ㅠ,2.5
시리즈화가 범죄 수준,2.0
실패적이었던 바로 전작의 치명적인 단점들을 쏙 빼닮아 있으면서도 성공한 전작들의 레파토리를 어설프게 답습한다.,2.0
"시리즈를 거듭할수록 누적되는 실망감.
장이수라도 있어서 망정이지. 어휴",2.5
잔인한 수사반장 수준,2.5
"형사가 저런 맛도 있어야지
폴리스 다크 아미!!!!",3.0
"영화에 퀄리티가 시리즈가 거듭될수록 계속 하강하는데에는...... ""뭔가 이유가 있지 않겠냐?""

IT 천재라더만 그냥 양아치 냄새 풀풀나는 멍청한 빌런과 대사도 잘 안들릴뿐더러 입체적이지도 않은 무매력 통나무에 칼질을 가지고 최강에 빌런이라고 그리 홍보한거?

어차피 내려놓지 못할거 다 아니까 차기작은 그냥  오래 푸욱~~ 쉬시고 고민도 좀 하고 제대로 된 감독으로 리셋해서 나오시기를~",2.5
"1,2이후로는 그냥 특색이 없어진 공장틀에 넣고
찍어내는 양산형 영화~~
이건 아무나 데려다놔도 그 틀에 맞추기만 하는거라
작품이라 보기도 힘들고..틀에박힌 완제품 판매하는격...
개그나 플롯이나 모든게 예상한데로 흘러간다..",1.0
"이젠 더이상
재미있는것도 너무식상해졌다.
아쉽지만 이시리즈는 여기까지..

충성고객으로 별점높게.

코믹한부분이 너무강해진 느낌이다.",4.5
"원래 이런 장르잖아요.
이럴줄 모르고 보셨나? ㅋ

2024. 7. 1.",2.5
소문난 잔치에 먹을 게 마라김밥 밖에 없어서 집어 먹고 나옴,2.0
"난 여기까지야
더는 볼 필요가 없을 거 같아",0.5
부담이 컸나벼? 세계관 표절이야 뭐야,2.5
"이제 점점 지루하고 지쳐간다...
전설의 1편, 흥행의 2편...
3,4편은 그냥 아는 맛인데 이제
배불러 느낌...
매드맥스사가, 듄2 200만 정도인데
이런 영화가 1000만이 넘다니...",1.0
가문의영광4,1.0
비슷비슷한 내용과 시나리오여서 좀 식상하다.,3.0
재미없고 식상함,2.0
"""후에 천만 영화 줄 세우기 할 일이 생긴다면 꼴찌는 미리 정해놓고 시작할 수 있을 듯.""
이게 범도 3편 보고 쓴 한줄평인데 4편 보고나니 생각이 달라진다. 꼴짜 다툼이 치열할 듯.",2.0
약하다 약해!!,2.5
뻔할 걸 알지만 일단 보게되는,3.0
더이상 만들어지는게 범죄인 시리즈가 되어버렸어,1.5
아이 장이수에 너무 기댔다,2.0
아이고,1.0
슬슬 물리고 질려지는 아는 맛,2.5
"반복되는 플롯, 익숙해진 통쾌함",1.5
유머 액션 구성 이야기 모두 더 엉성해진 느낌,2.0
어떻게 하면 못 만들지 연구한거야? 시나리오랑 촬영이 많이 안 좋은데? 갑자기 이렇게 떼깔이 확 떨어질 수 있나? 연기까지 어색하네.,1.5
"범죄와 도시는 사라지고 빌런의 퍼포먼스와 흩날리는 화면만 남았다.
그래도 고민은 한듯, 중심도 잡으려하고 리듬이나 컷도 꽤 신경을 쓴듯하지만 네 번째 같은 패는 성공한 프랜차이즈의 직무유기다.
더 나은 메뉴 개발과 진심어린 서비스로 <미션 임파서블>이 그러했듯 스스로 진화해 나가는 멋진 시리즈가 되길.",2.5
"빌런의 무매력이나 같은 패턴의 반복 까지는 이해한다.
3편을 보면서 4편은 기대도 안했기에…
그럼에도 불구하고 흐름이 뚝뚝 끊기는 편집은… 이건 좀 심했다.",3.0
단순하게 무식하게 뚝딱 끝...,2.5
"퍽퍽 시원하다! 그래도 장첸보다 낫네!
뱅기는 타봤으니 ㅋㅋ",3.5
"빅펀치복싱클럽 PPL만 지대로.
1100만 수치가 놀랍다.",2.0
"(스토리)
온라인 카지노
'마석도' VS '백창기'
'장동철'
'장이수' ('장' 형사, FDA)
사이버 수사 팀의 협조
팀플레이

(느낀 점)
1. '장이수' 님 나올 때마다 큰 웃음 빵빵 터뜨려 주네 (ED '대찬인생'도 👍)

2. 비행기 안에서 2:1은 너무 한 거 아니냐

3. 🍪 영상은 없네

4. 전작들의 연출이 그대로 나오네

5. 가끔씩 액션이 엉성하다

6. '권일용' 프로파일러 님 연기 잘하신다 👍

7. 내년에도 범도 시리즈 나오면 또 봐야지",3.5
천만 영화는 이렇게 만드는거구나..제길!,1.5
"너무 뻔하고 다 아는 그 맛
먹던 맛이고 특별할거 없지만 끊을 수 없는 불량식품같은
영화.
진부했는데 그래도 재미는 있다",3.0
"같은 패턴의 반복 이제
신박함을 넘어서 진부함으로
이동중",3.5
내용이 기억이 안난다,1.5
아무나 칼로 찌르고 베고 죽이는 이런 영화를 천만이나 넘게 보는지 잘 이해가 안 된다.,1.5
"뭘 생각해.그냥 보는거야
240701",2.5
이 시리즈는 속편이 나올수록 최하가 나오는데 흥행은 천만..기이하다..스크린 독점이 낳은 괴물,2.0
"""이 개X끼가 날 가지고 놀아?!""

범죄도시1>>>>>>>>>>성난황소>>악인전>범죄도시4
최악",1.0
경찰에 대한 나쁜 이슈만 나오고있는 현재 마석도의 대한 공감이 안된다,2.0
이전 시리즈의 답습이긴한데 아직 재밌긴하다.,3.0
"왓챠피디아 평점 2점대로 관객 천만을 넘기는 전무후무한 기이한 작품. 뭐 하나 진부하지 않은 것이 없지만, 심드렁하게 끝까지 보게 되는. 베를린 어찌 간거지.",2.0
친슝디하이밍쏸장,2.5
"스토리 전개에 하등 관련 없는 경찰 홍보 1스푼 반,
스스로가 식상하게 만든 되도 않는 개그 관련 장면 여러 시퀀스
너무 뻔한 빌런들의 전개에 서브 빌런 조직 패거리들의 성의 없어 보이는 연기까지",1.0
신선함이 하나도 없는 킬링타임 마동석 쇼,3.0
"마석도의 유머는 이제 고갈됐고, 억지로 수명 연장된 장이수가 개그를 이끈다.
액션 스타일을 복싱 원툴로 바꾼 거 같긴 한데 그래서 뭔가 맥이 빠진 느낌? 게다가 기분탓인가 때리는 효과음 볼륨에 비해 타격이 엄청 약한 느낌?
1에서는 그래도 피해자들과의 유대감 형성이 있었는데 이젠 그냥 피해자 어머니의 죽음만 보여주고, 단순히 그 이유 하나로 청장한테까지 가서 꼬장부리는데 그 왜 출연하셨는지 아직도 이해가 가지 않는 권 청장님은 그걸 또 판타지스럽게 허락해주고..
필리핀에서는 기껏 미리 함정을 팔 거 였으면 사람들을 아예 밖으로 빼지 방구석에 가둬놓고 심지어 문도 안 잠가서 그냥 쉽게 인질로 잡히게 놔두나..
그리고 하얀 연기는 대체 최루탄인지 연막탄인지.. 전자면 경찰들은 방독면을 써야되고, 후자면 쌍방이 다 안 보이는데 굳이 왜..
2018년이 배경이면서 범죄자 심문할 때 패는 건 이제 웃기지도 않고 불편하기만 하다.
그나마 5분 지킨 편집은 충분.",2.0
숫자는 높아지고 퀄리티는 낮아지고,2.0
안정된 범위 내에서 시도하는 새로운 요소들은 익숙한 주먹 하나에 부서지는 신기루가 된다.,3.0
개봉하면 그냥 봐야하는 영화,3.0
다크 아미 폴리스의 미친 활약,3.5
,3.5
무슨 맛인지 너무나 뻔하지만 또 건너뛰자니 아쉬운 맛.,4.0
흔해,2.0
박수칠때 떠날줄 아는것의 축복,2.0
범죄도시는 점점 더 편하게 범죄도시 특유의 개그코드를 즐길 수 있는 시리즈로 변화하고 있는 듯ㅎ빌런의 존재감과 긴장감은 점점 더 옅어지고 있지만 그래도 마동석 특유의 통쾌함과 시원시원한 맛은 여전히 재밌다ㅎ,3.5
이번에 어떻게 나올지 좀 걱정됐는데 나름 나쁘지 않았던거 같았다. 무서움은 전보다 덜하고 개그 분위기가 많이 올라간 느낌이였고 오히려 이게 나았던것 같았다. 장이수가 웃겼음.. 이번 시즌은 장이수가 살린 듯함.,3.5
이젠 맛없다.,2.0
이쯤되면 장이수에게 명예경찰관 내지는 용감한 시민상이라도 좀 줘요ㅋㅋㅋㅋ,4.0
3에서 끝났다 팬들 정떼게 하려고 애쓴다,1.0
"소문난 잔칫집에서
마동석 주먹 한방이면 안주가 필요없을지도",3.5
이제 그냥 액션과 코믹 요소에만 집중하기로 한거면 뭐...,1.5
아줌마사연은 굳이굳이 왜썼을까,2.0
"그저 김무열에게 바치는 별

2024.4.28 감상",2.0
"지금와서 기억에 남는건 장이수
크크크크",2.0
"이쯤 되면 안 죽을 것 같다
오히려 오락적 재미는 3보다 훨 나았다",3.5
"셋보다 나은 둘, 넷보다 나은 셋",3.0
"1,2,3편을 섞어다 변주하려는 각본, 1편보다 더 ‘강하기만 한‘ 악역, 1편보다 훨씬 나쁜 연출.

허명행은 감독을 계속 하고 싶다면 좀 더 많은 준비와 연습이 필요할 듯 하다. 전직이 무술감독인 사람이 강윤성보다 더 나쁜 액션 연출을 보여주면 어쩌자는 걸까.",1.5
뒤쳐지는 듯 하다 다시 독기품고 달리기. 그 꾸준함과 우직함에 존중!,4.0
"익숙한 영화, 익숙한 현실.",3.0
볼 때는 재밌지만 나중엔 기억 안 나,3.5
볼 땐 재밌지만 보고 나면 기억이 안 나,3.5
한참지나서 쓰려니까 기억이 안남; 그냥저냥 재밌었던거 걑은..,3.0
거참 미묘하게 안 물리네..,2.5
억지 웃음은 좀,2.0
"쌈박질
원펀맨",3.0
"자신이 뭘 해야하는지, 뭘 할 수 있는지 정확하게 알고 있고 그것을 책임감 있게 해낸다.",3.0
3보다는 나았던 ㅡㅡ,2.5
"가볍게 보기 좋음
시즌3보다는 나았음.
너무 칼 찌르는 소리가 난무했지만 김무열보고 감탄함",4.0
네..?..,1.5
백창기내남친,5.0
악당의 무게감과 함께 가벼워져버린 마석도의 펀치,2.0
날 것의 범죄도시가 그립다,2.5
점점 소재가 아쉽당,3.0
,2.0
상상한 대로.,2.0
아는 맛이지만 먹고싶어,2.5
"아는 맛이 맛있긴 해
근데 새로운 맛도 있었으면 좋겠음",2.5
잠이라도 잘 자야지 하고 들어갔는데 웃느라 잠을 못잠… 이런 거 언제 재미없어지냐 벅벅,3.5
장이수 반갑고.,3.5
"케미도, 신선함도 모두 사라지고 정만 남다",2.5
재미는 확실히 있다. 하지만 더 갈 수 있을까?,3.0
백창기가 멋있었는데 어째선지 장동철에게 더 정이 간다...,5.0
이제 범죄도시는 2030 여성들의 세미포르노가 되었다,4.0
마동석 장르는 현재 진행중,3.0
"빌런답지않은 빌런, fda장이수가 다했다 -회영",3.0
약하다...,2.5
무난무난 킬링타임용 영화....인데 5편은 더 재밌게 만들었음 한다.,3.0
"마동석의 캐릭터는 늘 똑같고 뻔하다
범죄도시같은 영화 그만 좀 만들 때 되지 않았나?",1.5
"매번 똑같은 결말, 뻔한 스토리지만
가볍고 유쾌한 영화
가벼운 영화를 좋아하는 나로썬 재밌었다",3.5
장첸>손석구>김무열>3편은누구였더라,3.0
스토리가 단순한건 뭔가 이유가 있지 않겠냐?,2.5
재미없다 진실의 방도 하이바도 이제 그만.,2.0
이동휘 연기가 너무 온몸으로 나 연기하고 앗쒀여~~!!,3.5
킬링타임용으로 볼만함,3.5
역대급 잔인한 빌런이 액션을 스릴이 시리즈보다 원톱!!!,5.0
우리나라에서도 리쎌웨펀 씨리즈가 생각나는 영화가 있네,4.0
"1,2급 안나오려나보다이제",3.5
여전하다,3.0
속편이 이어질수록 가벼워진다,2.0
"범죄자 범죄타임
마동석 멍청타임
퍽퍽퍽퍽
범죄자 범죄타임
마동석 멍청타임
퍽퍽퍽퍽
반복인데 왜 재미있지…?",2.5
점점 다가오는 한계,2.5
"김무열의 새로운 모습을 볼 수 있는 영화
사람들이 왜 김무열 하는지 알 수 있었다",3.5
굿,4.0
이젠 더 이상 식당도 아니다. 지겹기만한 지옥철의 플랫폼.,1.5
5부터 달라진다니 기대해 봅니다,3.0
마동석의 통쾌함은 여전하지만 시리즈를 거듭할수록 구려지는 느낌은 지울 수가 없다.,2.5
갈릭 팝콘 맛있다.,2.0
24.05.02,1.5
시원시원한 주먹과 장이수의 높은 존재감은 영화를 즐기기엔 충분했지만 1편부터 이어져왔던 뻔한 전개와 더이상 독창성이라곤 보이지 않는 스토리는 관객들로 하여금 피로감 들게 한다. 딱 더도 말고 덜도 말고 킬링타임용 영화.,3.0
더 이상 새롭지 않은 시원함,1.0
김무열씨 잘 생겼다!,2.5
레토르트도 먹을 만하게 나오는 시대,3.0
"누가 범죄도시 영화관에서 보냐 ~!~!
Me ..
그게 나엿을 때..",2.0
도파민에 환장하는 요즘 관객들이 딱 좋아하겠네요,1.5
"Q.어땠어요?
A.그냥 범죄도시유..1,2,3편 중에 한 편도 안 봤어요?
그냥 범죄도시인뎅..!",2.5
확실한 건 3이나 4가 2로 개봉했었다면 그걸로 시리즈 마감이었다.,3.0
"조금은 식상해져버린 유머코드.
그러나 여전히 강력한, 묵직한 한 방.",3.0
킬링타임용,2.5
몇장면이 좀 짜친다.,3.0
"시리즈중최악
특히 음악이 제일..
무슨 삼류 tv드라마를 만들어놓았냐 ..",2.5
죽지도 않고 또 옴.,0.5
"2이후로 범죄도시에 대한 재밋는 기억을 깨기 싫어서 3도 안봣는데
남자친구가 보고싶어해서 걍 봄

노잼
괜히봄
장첸 강해상에 절여진 뇌를 가진 나에게는
김무열 임팩트 0%
끝.",1.0
그래도 5 나오면 또 볼거다,2.5
"* 제74회 베를린 국제 영화제 초청작

1. 이번 시리즈에서도 아주 뻔하디 뻔한 이야기.. 전편보다는 낫다고 생각하지만, 그래도 뻔한 악역..나름 변주를 주려고 시도는 한거같지만 아쉽군… 그냥 아는 맛으로 보는 김치찌개 같은 영화

2. 감독이 무술감독 출신이라 그런가, 액션씬은 진짜 개오졌..

3. 하지만 등장인물들의 드라마를 보여주는 부분에서는 밋밋하다는 느낌이 들었다. 개인적으로 이부분은 3편이 더 나은거같다는…????

4. 3편에서 보다 개그요소가 많지 않아서 아쉬웠..(초롱이 급 캐릭터가 없었다고 생각함)",2.5
푹찍(욕)푹찍(욕)푹찍(욕),3.0
아는 맛 이제 조금 지겨움,2.5
이수 형 없었으면 어쩔 뻔,3.0
비슷한 전개로 인해 스토리는 아쉽지만 재미만큼은 보장한다 ((FDA 장이수 너가 최고다)),3.5
2.8,3.0
역시킬링 3편보다 훨났다,3.0
"뭐들 그리 심각해.
재밌구만.
테넷 보면 어려워서 아무말도 못하면서.",4.0
장첸을 넘어설 필요까지도 없고 비슷하게라도 안 될까,3.0
점점 약해진다,3.0
"알고먹는맛. 시원한 액션에 생각없이 즐길 수 있다. 상대가 칼잡이라 잔인한데 묵직하진않아서 시즌 1,2에 비해 아쉬움",3.5
1년에 한 번씩 먹을 수 있는 마동석의 주먹으로 끓인 김치찌개.,2.5
"믿고 보는 박지환, 마동석.",4.0
더도 말고 덜도 말고 딱 기대한 만큼의 맛,2.5
"2024. 02. 24
베를린 영화제
berlinale palast에서",2.0
"익숙한 펀치, 안일한 답습...",3.0
마동석의 주먹으로도 깨부수지 못한 진부함이라는 벽.,2.5
"보다 스피디해 진 마동석표 액션과 성장한 조연들의 활용 방법, 그리고 무엇보다 매번 극장가를 뜨겁게 달궈 주었다는 것만으로도 감지덕지.",3.5
악역이 그렇게 잘생겨서 쓰나..,3.5
아무것도 변하지 않은 영화를 4번동안 반복하면 흥미가 떨어지는게 당연한거 아닌가...,2.5
레시피화된 맛은 안정적이지만 감동이 얕다.,2.5
아는맛 그래서 더 끌림,3.0
애국심으로 봐주는 건가...알아서 천만 찍어주는 신기한 영화,2.0
3편보다는 낫다. 2편보다는 조금 못하다. 1편은 다른 영화다.,2.5
"'유쾌하고 재미있는 하나의 액션 코미디 영화'

1편을 제외한 모든 시리즈를 영화관을 통해서 보았습니다. 이유는 액션이 주이며 코미디와 가벼운 느낌으로 보기 좋은 시리즈라고 생각을 해서 그렇습니다. 하지만 2편이후 뭔가 영화에 특별함을 주기위해 여러가지 설정과 무분별하게 느껴지는 캐릭터들, 전혀 매력없다고 느껴졌으며 결국에는 기억에 남는 캐릭터은 몇 없었으며 스토리도 기억에 남지 않는듯 했습니다. 하지만 가벼운 느낌으로 액션과 코미디를 즐기기에는 부족함이 없는 영화로 생각되며 3편보다는 재미를 느껴볼수 있었습니다.",3.5
늘 먹던 맛 그대로.,2.5
주연: 장이수,2.5
경범죄도시 노상방뇨편 이런게 더 참신하고 재미있을듯,0.5
이제까지 수고많으셨습니다.,1.5
바지사장들의 너도나도 감독놀이 스크린독점,1.5
"늘 먹던 맛이라 좋다. 장점 가지고 꾸준히 런하는게 보기 좋을 뿐.
명작도 좋지만 가끔 국밥 같은 영화가 좋다.
마동석이 범죄자 패는거 보러 가서 범죄자 잘 패는거 봤음 된거라 생각한다.",4.0
"그럼에도, 유쾌하고 재밌긴 하다",3.0
"효과음도 스토리도 캐릭터도
지나치리만큼 지나치다. 하암.",0.5
"이번엔 정말 별로.
빠질 힘이 잘 빠졌다고 본다",1.5
한 편의 어트랙션을 즐긴 느낌,3.0
어느정도 예상은 가능하지만 액션씬의 표현력이 영화의 매력적이고 장이수의 캐리,4.5
몇 번 웃었는데… 웃는 내가 좀 싫기도,2.0
범죄도시는 내용 다 비슷하지만 유일하게 재미요소가 악당보는 맛이다 여기서 악당 너무 매력 오졌고 잘생겼고 말 들어보니 또 그런거 같기도 하고.. 내 별점수는 내용이 아니라 김무열의 얼굴과 몸매에게 드립니다😊,4.5
이제 그만하쇼,2.0
"뻔한 결말, 뻔한 스토리 속 백창기라는 캐릭터에 빠져 3번이나 본 영화",2.5
걍그렇네..,2.0
걍김무열이랑장이수가다함,2.5
영화의 근본을 뒤흔드는 공권력의 불필요하리만치 과도한 폭력과 불쾌스런 개그의 연속,2.0
"좀 쉬었다 가시죠들...

<범죄도시> 시리즈의 장점은 관객이 기대하는 바에 충실하다는 것과 시리즈다 연달아 개봉하고 있지만 나름의 변주를 꾸준히 이어간다는 것이다. 특히 후자의 경우, 어떤 영화가 전작의 흥행과 캐릭터성만 믿었을 때 <공조 2>같이 황당하기 그지없는 영화가 나오기도 한다.

이번 4번째 작품은 몇 가지를 적게 얻고, 몇 가지를 크게 잃었다. 비교적 3에서 아쉬웠던 빌런의 매력도나 경찰의 존재감이 많이 개선됐다. 특히 빌런 역의 김무열, 조지훈 배우의 액션 퀄리티가 대단히 높고 경찰의 대규모 작전의 박진감이 현장감 있게 느껴진다.

그러나, 범죄도시 특유의 유머코드가 3까지 가져가던 재미의 반도 가져가지 못했다. 3이 재밌는 이유는 100% 유머코드 때문이었다. <범죄도시> 시리즈에서 관객이 기대하는 건 이제 '코미디'다. 일부 장면과 대사는 정말 왜 들어갔는지 의문스럽다. 특히 비속어의 말맛을 전혀 못살린 불쾌한 대사가 너무 많았다. 예상되는 전개는 어쩔 수 없지만 지나칠 정도로 그 고리가 느슨하다. 이미 대중성을 확보한 시리즈에서 시각적 충격을 계속 보여줘야되는지도 잘 모르겠다.

이미 나흘만에 손익분기점을 넘고, 나름의 목적을 달성하고, 전례없는 대기록을 세웠지만, 더 이상 이 시리즈에 뭔가를 기대하고 싶진 않다. 3 개봉 당시 이미 제작 중이던 4처럼 너무 빠른 제작 착수도 분명 재고해봐야 한다.

이와 별개로 <파묘>로 (멀티플렉스)극장가는 상당히 많은 돈을 만졌다. 관객들의 무비판적 수용에 대한 비판적 견해는 굳이 이 글에선 담지 않기로 하고, 꾸준히 제기되는 독점 문제는 갈수록 심각하다. 상대적으로 1,2개의 상업 영화에 관객이 몰리는건 여러가지 이유들로 그럭저럭 이해할 수는 있지만 상영관/상영회차의 90% 이상을 한 영화로 돌리는 건 너무하지 않나.
선택지가 없는데 우짤겨.

범죄도시 앞에서 다른 영화들은 범죄도시 속 이범수 배우의 존재감을 갖고 만다.",2.5
"시리즈를 거듭할 수록 반복되고 진부해지는 전개. 하지만
픽 웃게 만드는 코미디와 액션의 카타르시스는 아직 살아있다.",2.5
고착화되어버린 시나리오에 대한 탄식,2.5
시리즈의 근본으로 돌아간 것 같아서 즐겁게 관람함. 시리즈 무술감독이 연출했던데 그간 시리즈가 어떤 매너리즘에 빠지고 있는지 제대로 파악했던 것 같다.,4.0
"240609 민정 cgv천호

노잼. 이제 이 시리즈는 끝.",2.0
"알고도 먹는 맛이 아닌 지겨운 맛, 커닝시티4",1.0
"""아는 맛의 무서움.""",4.0
msg를 팍팍ㄱ,3.0
뻔함...,2.0
아직도 말장난으로 떼우면서 전작들을 답습한다.,0.5
상업 영화가 다 이렇지 뭐,1.5
좋아하는 색깔들을 섞는다고 무지개가 되지 않듯이,2.5
"(영화관 +0.5)
본인은 범죄도시 1,2를 안봤다
다들 1 2 보다 별로라고 하는데 본인은 1 2 를 안봐서 그런지 오히려 1 2 가 더 기대가 된다. 오히려 좋아.
4편에서 복귀한 장이수가 없었다면 어떻게 진행이 될까? 정말 아무생각없이 재밌게 봤다.",4.0
"시리즈가 갈수록 빌런들의 힘과 지능이 반비례 하는데, 무슨 긴장감이 생기겠어? - 동석이 형, 원펀치 히어로물은 이제 한계에 온 듯",2.0
"3편보다 나은데 1,2편보다는 현저히 떨어짐",1.5
"주문한 짜장면 나오듯 익숙한 맛 이지만..시대상을 반영한 새로운 유형의 범죄, 빌런들이 재밌었다.",3.0
"이렇게 만들어도
흥행할거라 생각한다는건 방종 아니니",2.0
"2보단 별로고 3보단 낫다
역시 최고작은 1편",2.5
오로지 자기 주먹에 대한 맹신만 커졌다.,2.5
"• 진부와 지루 그리고 살짝쿵 껴있는 어거지 신파
• 권일용교수는 갑자기 왜 ?
• 사회가 퍽퍽하다는 것의 방증 = 개인의 영웅화",2.5
추억으로 희석될 재채기 같은 거짓말.,3.0
뻔하다,2.0
이제 그만… 멈춰,2.5
"돈과 시간이 아깝지는 않은 영화
하지만 1과 2에 비해 아쉽기는 한 영화",3.0
용형팬으로서 권일용님 연기가 젤 재밌었음.,2.5
이제 눈 감고도 전개를 알겠음,2.5
3에서 넘어진 타박상을 붙여준 반창꼬,3.0
가볍고도 묵직하게 날리는 마석도의 펀치.,3.5
"뭐...... 대단한거 기대하고 보는건 아니잖아요?
김무열은 진짜 섹시함",2.5
틀로 찍어낸 재미,2.5
예측한다거나 추리한다거나 깊은 생각 필요 없이 볼 수 있는 액션 영화,2.0
전보다 약했던 코믹 요소에 온라인 불법 도박 소재는 미스. 그나마 위안거리는 빌런보다 존재감 도드라졌던 장이수 활약.,2.0
3보고 기대치가 최저를 찍어서 그런지 재밌게 본 영화,3.5
이제 영화관에서 그만봐야 할까,1.5
"원조 맛집이라 해서 찾아왔는데
레시피는 같은데
사장님 바뀌고서 맛이 뭔가 달라졌어
내가 알던 맛이 아니야
맛은 있지만 굳이 또 먼길 떠나 와야할 정도의 맛집이 아니게 된 기분 ㅠㅠ",3.0
백창기 같은 트레이너를 만나야 내가 살을 뺄 수 잇겟군아,3.0
딱 예상한 그정도. 다음편도 마찬가지,3.0
뻔하지만 시원한 마석도의 타격감!,3.0
"마석도는 말 안해도 알겠으니, 제발 악역 디자인에 힘쓸 것.",1.5
3보단 낫다,3.0
"양산형 같은 스토리지만
액션은 아주 시원하다",3.0
"빌런이 이 정도는 되어야지
3편보다 나은 4편",4.5
"다음편은 마동석급 빌런이 나와줘야할거같다ㅋㅋㅋㅋ
여전히 재밌지만 1,2편이 넘 넘사네.",3.0
아무 생각 없이 웃을 수 있음,3.5
"저질개그를 위한 들쭉날쭉한 마석도의 지능. 반면 백창기 캐릭터는 확실했고, 김무열은 훌륭한 배우인듯.",3.0
"거짓말처럼 전에 세편들과 똑같은 레파토리, 똑같은 내용. 하지만 김무열이 섹시했으니 됐습니다",1.0
충실함,4.0
뻔한 맛이지만 오락 영화로써는 최선을 다한다,3.5
3보다 훠~~~~얼~~~씬 낫음,3.0
시즌 4까지 나온데는 이유가 있지 않겠냐?,3.0
"퓨전 시도에서
다시 김치찌개로",3.0
"창기는 뭐가 나쁜지도 모르겠고,
영화 소재도 이제 볼 만큼 본 것 같은 느낌.",2.5
